Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,AverageTimeWorking,Holidays,AverageInTime,AverageOutTime,WorkingTimeEval
32,No,Travel_Rarely,Research & Development,3,1,Medical,1813,Male,2,Manufacturing Director,Married,171810,1.0,14,8,0,14.0,2,14,6,8,2,3,0.0,3.0,3.0,7.993055555555555,17,10.012222222222222,18.005277777777778,0
40,No,Travel_Frequently,Sales,9,3,Marketing,1814,Male,3,Manufacturing Director,Single,22380,6.0,14,8,0,10.0,3,1,0,0,3,3,1.0,3.0,3.0,6.9061111111111115,22,9.988611111111112,16.89472222222222,0
30,No,Travel_Rarely,Research & Development,7,3,Technical Degree,1815,Male,2,Research Director,Single,14830,5.0,13,8,0,12.0,3,0,0,0,3,3,3.0,4.0,2.0,9.401666666666667,16,9.997777777777777,19.399444444444445,2
45,No,Travel_Rarely,Research & Development,10,4,Life Sciences,1816,Male,1,Research Director,Single,56050,1.0,12,8,2,1.0,2,1,0,0,3,3,2.0,3.0,3.0,6.6025,28,9.996944444444445,16.599444444444444,0
42,No,Travel_Rarely,Research & Development,20,2,Medical,1817,Male,2,Sales Representative,Married,72950,1.0,15,8,0,10.0,3,9,7,8,3,3,2.0,2.0,2.0,7.626388888888889,27,9.996666666666666,17.623055555555556,0
38,No,Travel_Frequently,Sales,4,3,Medical,1818,Male,2,Research Scientist,Divorced,23060,2.0,19,8,1,13.0,5,4,1,2,3,3,1.0,1.0,2.0,7.593055555555556,30,9.964722222222223,17.557777777777776,0
34,No,Travel_Frequently,Research & Development,7,4,Life Sciences,1819,Male,3,Laboratory Technician,Single,23480,1.0,14,8,1,6.0,3,5,1,3,3,3,3.0,4.0,3.0,6.909166666666667,31,9.995277777777778,16.904444444444444,0
49,Yes,Travel_Rarely,Sales,7,2,Life Sciences,1820,Female,2,Healthcare Representative,Married,89980,1.0,14,8,2,9.0,2,9,7,7,4,3,3.0,4.0,4.0,6.313055555555556,31,10.013055555555555,16.32611111111111,0
55,Yes,Travel_Rarely,Human Resources,16,3,Technical Degree,1821,Male,4,Manufacturing Director,Single,43190,4.0,11,8,0,12.0,3,9,7,3,4,3,3.0,4.0,2.0,6.39,17,9.981388888888889,16.371388888888887,0
43,No,Travel_Rarely,Research & Development,25,2,Medical,1822,Male,2,Healthcare Representative,Married,61320,6.0,13,8,0,22.0,3,4,1,0,2,3,2.0,1.0,3.0,7.285555555555556,25,10.000277777777777,17.285833333333333,0
27,No,Travel_Rarely,Sales,2,4,Medical,1823,Male,2,Manager,Divorced,33460,1.0,21,8,1,9.0,2,9,0,8,2,4,3.0,4.0,3.0,10.525277777777777,16,10.026666666666667,20.551944444444445,2
35,No,Travel_Rarely,Research & Development,1,3,Medical,1824,Male,1,Research Director,Single,108550,3.0,13,8,1,17.0,2,8,1,6,3,3,3.0,3.0,4.0,7.023888888888889,32,9.998333333333333,17.022222222222222,0
28,No,Travel_Rarely,Sales,1,2,Technical Degree,1825,Female,1,Sales Executive,Married,22310,1.0,12,8,0,8.0,3,8,7,5,2,3,2.0,2.0,3.0,9.911388888888888,17,9.990555555555556,19.901944444444446,2
34,No,Travel_Rarely,Sales,2,5,Life Sciences,1826,Male,4,Research Scientist,Married,23230,0.0,17,8,0,4.0,2,3,0,2,3,3,3.0,4.0,1.0,6.913888888888889,22,9.964444444444444,16.878333333333334,0
26,Yes,Travel_Frequently,Research & Development,22,4,Other,1827,Female,1,Sales Executive,Married,20240,1.0,23,8,0,8.0,2,8,1,7,3,4,3.0,3.0,3.0,8.0125,30,9.960833333333333,17.973333333333333,1
27,No,Non-Travel,Sales,1,3,Technical Degree,1828,Female,1,Sales Executive,Married,27130,1.0,11,8,0,0.0,2,0,0,0,3,3,4.0,4.0,2.0,7.249444444444444,31,9.974166666666667,17.22361111111111,0
51,No,Travel_Rarely,Sales,16,3,Medical,1829,Male,3,Research Scientist,Married,94390,2.0,15,8,3,29.0,0,20,4,17,3,3,1.0,3.0,2.0,6.081666666666667,22,10.008333333333333,16.09,0
44,No,Travel_Rarely,Sales,24,5,Medical,1830,Female,1,Sales Executive,Single,25660,9.0,11,8,1,10.0,3,5,2,3,3,3,4.0,2.0,2.0,6.295277777777778,27,10.014722222222222,16.31,0
25,No,Travel_Rarely,Research & Development,17,3,Medical,1831,Male,1,Laboratory Technician,Single,199260,7.0,11,8,3,6.0,5,4,0,1,4,3,1.0,1.0,2.0,6.3775,31,9.995277777777778,16.372777777777777,0
33,No,Travel_Rarely,Research & Development,8,4,Life Sciences,1832,Male,3,Laboratory Technician,Divorced,24510,1.0,13,8,1,9.0,3,9,0,8,2,3,1.0,1.0,3.0,6.023333333333333,33,9.954444444444444,15.977777777777778,0
35,No,Travel_Rarely,Sales,6,4,Medical,1833,Female,2,Manager,Single,94190,1.0,24,8,1,6.0,5,6,1,1,2,4,3.0,1.0,2.0,6.895555555555555,32,10.012222222222222,16.907777777777778,0
36,No,Travel_Rarely,Sales,10,4,Marketing,1834,Male,3,Manager,Married,86860,1.0,13,8,0,18.0,2,18,4,11,3,3,2.0,4.0,2.0,9.710833333333333,23,9.983055555555556,19.69388888888889,2
32,No,Travel_Rarely,Research & Development,3,4,Medical,1835,Female,4,Sales Executive,Divorced,30380,2.0,20,8,0,8.0,3,5,0,3,3,4,2.0,4.0,2.0,7.831388888888889,31,9.995,17.82638888888889,0
30,No,Travel_Frequently,Research & Development,4,5,Medical,1836,Male,5,Sales Representative,Divorced,30580,9.0,14,8,1,10.0,2,5,0,3,3,3,2.0,4.0,2.0,6.38,28,9.995555555555555,16.375555555555554,0
53,No,Travel_Rarely,Sales,6,3,Marketing,1837,Male,4,Sales Executive,Married,23250,7.0,18,8,1,35.0,1,5,0,4,4,3,1.0,4.0,3.0,10.364166666666666,23,9.9925,20.356666666666666,2
45,No,Travel_Rarely,Research & Development,1,5,Technical Degree,1838,Male,2,Healthcare Representative,Divorced,20880,4.0,15,8,3,18.0,2,5,0,2,3,3,4.0,1.0,3.0,8.491388888888888,33,10.009444444444444,18.500833333333333,1
32,No,Travel_Rarely,Sales,10,3,Marketing,1839,Female,1,Human Resources,Married,30720,5.0,12,8,0,9.0,4,5,1,3,1,3,3.0,3.0,2.0,6.6338888888888885,20,10.002777777777778,16.636666666666667,0
52,No,Travel_Frequently,Research & Development,1,1,Life Sciences,1840,Male,2,Laboratory Technician,Married,50060,3.0,16,8,1,31.0,2,9,0,0,3,3,3.0,4.0,3.0,7.627222222222223,26,9.997777777777777,17.625,0
37,No,Travel_Rarely,Sales,24,2,Life Sciences,1841,Female,4,Laboratory Technician,Divorced,42570,4.0,15,8,0,9.0,2,1,0,0,3,3,4.0,3.0,3.0,6.103055555555556,19,9.985277777777778,16.088333333333335,0
28,No,Travel_Rarely,Research & Development,21,4,Life Sciences,1842,Female,1,Healthcare Representative,Divorced,25000,1.0,16,8,2,6.0,3,5,0,4,3,3,2.0,4.0,3.0,6.290277777777778,18,9.997222222222222,16.2875,0
22,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1843,Male,1,Sales Representative,Married,11020,6.0,19,8,0,4.0,3,2,2,2,2,3,4.0,4.0,1.0,6.472777777777778,35,10.021944444444445,16.494722222222222,0
44,No,Travel_Rarely,Research & Development,22,3,Medical,1844,Female,1,Laboratory Technician,Married,104530,2.0,11,8,1,10.0,2,3,0,2,3,3,1.0,4.0,2.0,10.991944444444444,14,10.033611111111112,21.025555555555556,2
42,No,Travel_Frequently,Sales,13,4,Life Sciences,1845,Female,2,Laboratory Technician,Single,22880,5.0,16,8,1,8.0,4,2,2,2,2,3,2.0,4.0,3.0,8.005277777777778,18,10.011388888888888,18.016666666666666,1
36,No,Travel_Rarely,Research & Development,14,3,Other,1846,Male,2,Research Scientist,Married,39290,0.0,24,8,0,6.0,6,5,0,3,2,4,1.0,1.0,3.0,7.605277777777777,28,9.997222222222222,17.6025,0
25,No,Travel_Rarely,Sales,11,3,Life Sciences,1847,Female,1,Laboratory Technician,Married,23110,1.0,11,8,1,5.0,2,5,0,3,3,3,3.0,1.0,3.0,10.39611111111111,25,9.986944444444445,20.383055555555554,2
35,No,Travel_Rarely,Research & Development,9,2,Life Sciences,1848,Female,1,Healthcare Representative,Married,31400,1.0,13,8,1,17.0,2,17,5,15,2,3,4.0,3.0,3.0,8.777777777777779,29,9.991111111111111,18.76888888888889,1
35,Yes,Travel_Frequently,Sales,8,2,Marketing,1849,Female,1,Laboratory Technician,Divorced,36900,1.0,13,8,1,10.0,2,10,7,8,4,3,4.0,2.0,0.0,9.975,23,10.005555555555556,19.980555555555554,2
32,No,Non-Travel,Research & Development,21,3,Life Sciences,1850,Male,1,Sales Executive,Divorced,44500,0.0,13,8,0,4.0,3,3,0,2,3,3,4.0,4.0,3.0,7.898611111111111,34,10.021944444444445,17.920555555555556,0
25,No,Travel_Rarely,Sales,5,3,Marketing,1851,Female,4,Research Scientist,Married,27560,1.0,12,8,2,5.0,2,5,0,3,3,3,3.0,1.0,4.0,7.782222222222222,26,10.044444444444444,17.826666666666668,0
49,No,Travel_Rarely,Sales,9,3,Technical Degree,1852,Female,2,Sales Representative,Married,190330,2.0,18,8,1,7.0,5,4,0,2,3,3,3.0,1.0,3.0,7.5175,25,9.985,17.5025,0
24,No,Non-Travel,Research & Development,2,5,Technical Degree,1853,Male,2,Healthcare Representative,Married,187220,0.0,22,8,1,6.0,3,5,3,4,3,4,1.0,4.0,2.0,7.592222222222222,26,9.998333333333333,17.590555555555557,0
32,No,Travel_Frequently,Research & Development,12,5,Medical,1854,Male,1,Research Scientist,Married,95470,1.0,13,8,1,10.0,3,10,5,3,2,3,2.0,2.0,3.0,6.819166666666667,24,10.008888888888889,16.828055555555554,0
38,No,Travel_Rarely,Sales,22,2,Medical,1855,Male,1,Sales Executive,Married,137340,0.0,13,8,0,3.0,3,2,1,2,4,3,2.0,2.0,3.0,6.937777777777778,19,9.974444444444444,16.912222222222223,0
42,No,Travel_Rarely,Research & Development,18,1,Technical Degree,1856,Female,2,Research Scientist,Married,199990,2.0,23,8,1,17.0,6,5,1,3,3,4,3.0,4.0,2.0,9.599444444444444,24,10.028888888888888,19.628333333333334,2
31,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1857,Female,3,Sales Executive,Married,22790,3.0,12,8,1,8.0,3,6,0,2,3,3,4.0,4.0,3.0,10.097222222222221,31,9.9775,20.07472222222222,2
29,Yes,Travel_Rarely,Sales,3,3,Marketing,1858,Male,3,Laboratory Technician,Divorced,59160,6.0,12,8,0,5.0,2,3,0,2,3,3,2.0,3.0,3.0,9.408055555555556,15,9.973888888888888,19.381944444444443,2
53,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1859,Male,1,Sales Representative,Married,20890,5.0,16,8,0,28.0,2,2,2,2,2,3,1.0,4.0,3.0,6.4125,35,10.004722222222222,16.41722222222222,0
35,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1860,Male,3,Healthcare Representative,Married,167920,3.0,12,8,1,16.0,3,13,4,8,4,3,4.0,2.0,3.0,7.12,19,10.020833333333334,17.140833333333333,0
37,No,Travel_Frequently,Research & Development,13,4,Life Sciences,1861,Female,3,Human Resources,Married,35640,5.0,11,8,0,10.0,1,5,0,0,1,3,3.0,4.0,3.0,7.401388888888889,19,9.989444444444445,17.390833333333333,0
53,No,Travel_Rarely,Research & Development,1,1,Medical,1862,Male,1,Sales Executive,Single,44250,6.0,22,8,1,33.0,2,12,3,8,4,4,4.0,4.0,3.0,6.695555555555556,20,10.021944444444445,16.7175,0
43,No,Travel_Frequently,Research & Development,1,3,Medical,1863,Male,1,Laboratory Technician,Married,52650,4.0,11,8,1,12.0,4,5,2,2,3,3,4.0,4.0,2.0,7.641388888888889,30,10.033611111111112,17.675,0
47,No,Travel_Rarely,Sales,15,4,Marketing,1864,Female,3,Research Director,Married,65530,0.0,15,8,0,8.0,2,7,7,7,3,3,3.0,4.0,3.0,10.676666666666666,30,9.973055555555556,20.649722222222223,2
37,No,Non-Travel,Research & Development,1,5,Medical,1865,Female,2,Research Scientist,Single,62610,1.0,12,8,0,10.0,1,10,0,9,3,3,1.0,2.0,3.0,8.275555555555556,22,9.991388888888888,18.266944444444444,1
50,No,Non-Travel,Research & Development,17,3,Medical,1866,Female,1,Laboratory Technician,Divorced,42980,1.0,20,8,1,31.0,6,31,14,7,3,4,1.0,1.0,3.0,6.584444444444444,35,10.00361111111111,16.588055555555556,0
39,No,Travel_Rarely,Research & Development,1,3,Other,1867,Female,3,Human Resources,Married,68040,8.0,14,8,1,13.0,3,5,0,4,2,3,4.0,4.0,3.0,6.928055555555556,24,9.984722222222222,16.912777777777777,0
33,No,Travel_Rarely,Sales,7,3,Life Sciences,1868,Male,2,Manufacturing Director,Divorced,38150,3.0,11,8,1,7.0,3,4,0,3,3,3,4.0,2.0,4.0,9.426666666666666,20,9.986944444444445,19.413611111111113,2
32,Yes,Travel_Rarely,Research & Development,9,1,Medical,1869,Female,1,Laboratory Technician,Single,27410,1.0,15,8,1,1.0,5,1,0,1,2,3,1.0,4.0,1.0,9.998333333333333,28,9.994444444444444,19.99277777777778,2
29,No,Travel_Rarely,Research & Development,5,4,Life Sciences,1870,Female,4,Healthcare Representative,Divorced,66730,6.0,12,8,1,8.0,2,4,0,3,4,3,1.0,4.0,3.0,6.395555555555555,18,10.003055555555555,16.398611111111112,0
44,No,Travel_Rarely,Research & Development,26,2,Life Sciences,1871,Male,2,Manufacturing Director,Married,76390,1.0,14,8,0,8.0,6,8,7,1,3,3,2.0,1.0,3.0,9.81638888888889,29,10.0225,19.83888888888889,2
28,No,Travel_Rarely,Sales,24,5,Life Sciences,1872,Female,1,Research Scientist,Single,23280,1.0,11,8,2,4.0,3,4,0,2,3,3,1.0,4.0,3.0,6.429444444444444,30,10.0025,16.431944444444444,0
58,Yes,Travel_Frequently,Sales,9,2,Technical Degree,1873,Male,1,Sales Executive,Divorced,21530,9.0,11,8,0,3.0,3,1,0,0,3,3,4.0,4.0,2.0,10.503333333333334,22,9.9375,20.440833333333334,2
43,No,Travel_Rarely,Sales,7,4,Marketing,1874,Male,2,Sales Executive,Divorced,48760,4.0,16,8,2,4.0,4,1,0,0,3,3,1.0,2.0,4.0,6.6033333333333335,21,9.96861111111111,16.571944444444444,0
20,Yes,Travel_Rarely,Research & Development,11,3,Medical,1875,Male,2,Sales Executive,Single,93960,1.0,12,8,0,2.0,6,2,0,2,1,3,3.0,3.0,2.0,7.130277777777778,19,9.987777777777778,17.118055555555557,0
21,Yes,Travel_Rarely,Research & Development,1,3,Medical,1876,Male,2,Sales Executive,Single,104000,1.0,13,8,1,1.0,2,1,0,0,3,3,4.0,4.0,2.0,7.927777777777778,32,9.965555555555556,17.893333333333334,0
36,No,Travel_Rarely,Research & Development,26,4,Medical,1877,Male,1,Laboratory Technician,Married,84740,0.0,14,8,0,17.0,3,16,4,11,3,3,3.0,4.0,2.0,10.273888888888889,29,9.9475,20.22138888888889,2
47,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1878,Male,2,Manufacturing Director,Single,99810,1.0,21,8,1,3.0,3,3,1,2,3,4,4.0,4.0,2.0,8.480555555555556,16,9.971111111111112,18.451666666666668,1
22,Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,1879,Female,1,Laboratory Technician,Married,124900,0.0,13,8,0,4.0,3,3,0,2,3,3,2.0,3.0,4.0,9.815,22,10.017222222222221,19.83222222222222,2
41,Yes,Travel_Rarely,Research & Development,23,3,Life Sciences,1880,Female,2,Sales Executive,Divorced,26570,4.0,11,8,0,10.0,3,7,1,0,4,3,2.0,4.0,2.0,10.448611111111111,28,9.993333333333334,20.441944444444445,2
28,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1881,Female,3,Manager,Divorced,135910,5.0,20,8,1,6.0,2,2,2,2,3,4,3.0,3.0,3.0,7.680555555555555,17,9.983888888888888,17.664444444444445,0
39,Yes,Travel_Rarely,Research & Development,10,4,Life Sciences,1882,Female,4,Human Resources,Married,66960,7.0,11,8,0,8.0,3,2,2,2,3,3,4.0,1.0,1.0,10.691944444444445,20,10.015833333333333,20.70777777777778,2
27,No,Travel_Rarely,Research & Development,1,3,Medical,1883,Male,1,Research Scientist,Single,20580,1.0,14,8,1,1.0,5,1,0,0,3,3,2.0,3.0,3.0,7.699166666666667,33,9.988888888888889,17.688055555555554,0
34,No,Travel_Rarely,Research & Development,12,2,Technical Degree,1884,Male,2,Human Resources,Divorced,88650,1.0,11,8,1,1.0,0,1,1,0,3,3,2.0,2.0,3.0,7.689166666666667,29,10.0,17.689166666666665,0
42,No,Travel_Rarely,Sales,11,1,Technical Degree,1885,Male,2,Human Resources,Single,59400,7.0,16,8,0,10.0,2,5,0,3,2,3,3.0,3.0,3.0,6.935277777777777,33,9.999444444444444,16.934722222222224,0
33,No,Travel_Rarely,Sales,2,3,Marketing,1886,Female,1,Sales Executive,Single,59140,3.0,16,8,1,6.0,4,3,0,2,3,3,3.0,1.0,3.0,10.528888888888888,18,9.992222222222223,20.52111111111111,2
58,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1887,Male,1,Research Scientist,Divorced,26220,2.0,23,8,0,24.0,3,6,0,4,3,4,3.0,2.0,3.0,8.276666666666667,27,10.015833333333333,18.2925,1
31,No,Travel_Rarely,Sales,1,3,Life Sciences,1888,Female,1,Sales Representative,Married,121850,3.0,14,8,0,13.0,2,7,5,2,3,3,2.0,3.0,4.0,6.118888888888889,30,10.014444444444445,16.133333333333333,0
35,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1889,Male,3,Healthcare Representative,Married,106090,1.0,22,8,0,10.0,3,10,0,7,3,4,4.0,4.0,1.0,10.393888888888888,15,9.983611111111111,20.3775,2
49,No,Travel_Rarely,Research & Development,25,2,Life Sciences,1890,Female,2,Sales Executive,Married,43450,4.0,15,8,0,29.0,3,26,1,7,2,3,1.0,2.0,2.0,6.988611111111111,32,9.99,16.97861111111111,0
48,No,Travel_Rarely,Research & Development,1,4,Medical,1891,Male,1,Research Scientist,Married,21770,4.0,18,8,0,13.0,4,0,0,0,3,3,4.0,3.0,2.0,6.698333333333333,28,9.986944444444445,16.685277777777777,0
31,No,Non-Travel,Research & Development,1,2,Technical Degree,1892,Female,2,Sales Executive,Married,27930,1.0,16,8,0,9.0,4,9,0,0,3,3,4.0,3.0,2.0,7.084444444444444,23,10.007777777777777,17.092222222222222,0
36,No,Travel_Rarely,Human Resources,2,4,Technical Degree,1893,Male,1,Sales Executive,Single,79180,2.0,12,8,2,8.0,3,6,0,1,2,3,2.0,4.0,3.0,6.5183333333333335,24,9.991388888888888,16.509722222222223,0
38,No,Travel_Rarely,Sales,6,3,Other,1894,Male,2,Sales Executive,Married,87890,1.0,11,8,3,15.0,4,15,5,11,3,3,4.0,1.0,3.0,7.101111111111111,24,10.005833333333333,17.106944444444444,0
32,No,Non-Travel,Sales,18,3,Marketing,1895,Male,1,Laboratory Technician,Married,23890,6.0,12,8,1,5.0,4,3,0,2,2,3,3.0,2.0,3.0,7.129444444444444,20,10.005277777777778,17.134722222222223,0
25,Yes,Travel_Rarely,Research & Development,1,2,Life Sciences,1896,Male,1,Sales Executive,Married,32120,1.0,15,8,1,1.0,3,1,0,0,2,3,3.0,2.0,3.0,8.87861111111111,30,9.9975,18.87611111111111,1
40,No,Travel_Rarely,Research & Development,1,4,Medical,1897,Male,2,Research Scientist,Divorced,192320,2.0,14,8,1,11.0,3,1,0,0,3,3,1.0,2.0,2.0,6.1466666666666665,31,10.042222222222222,16.18888888888889,0
26,No,Travel_Frequently,Sales,11,3,Marketing,1898,Male,2,Healthcare Representative,Single,22670,1.0,19,8,3,7.0,2,7,0,7,2,3,3.0,1.0,3.0,7.618055555555555,26,10.021666666666667,17.639722222222222,0
41,No,Travel_Rarely,Research & Development,1,4,Medical,1899,Male,1,Research Scientist,Single,195170,2.0,13,8,0,20.0,5,18,2,17,3,3,4.0,1.0,3.0,10.680555555555555,29,10.011388888888888,20.691944444444445,2
36,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1900,Female,2,Healthcare Representative,Single,24360,4.0,13,8,0,16.0,3,11,3,9,1,3,3.0,3.0,3.0,7.102777777777778,32,10.025,17.127777777777776,0
19,Yes,Travel_Rarely,Research & Development,15,3,Life Sciences,1901,Male,2,Research Scientist,Single,160640,1.0,15,8,1,1.0,3,1,0,0,3,3,4.0,2.0,4.0,10.60361111111111,25,9.950833333333334,20.554444444444446,2
20,Yes,Travel_Rarely,Research & Development,29,3,Life Sciences,1902,Female,3,Laboratory Technician,Single,27070,1.0,11,8,0,1.0,2,1,0,0,3,3,1.0,1.0,3.0,6.124722222222222,28,10.014722222222222,16.139444444444443,0
31,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1903,Male,4,Research Director,Married,190680,0.0,12,8,0,10.0,1,9,8,5,3,3,4.0,4.0,1.0,8.312777777777777,27,9.986666666666666,18.299444444444443,1
40,No,Travel_Frequently,Sales,1,3,Marketing,1904,Male,1,Research Scientist,Divorced,39310,8.0,19,8,0,3.0,2,1,0,0,2,3,4.0,2.0,3.0,8.0875,25,10.004166666666666,18.091666666666665,1
32,No,Travel_Rarely,Research & Development,24,3,Life Sciences,1905,Male,4,Laboratory Technician,Married,37300,1.0,25,8,1,8.0,4,8,6,3,3,4,3.0,1.0,4.0,7.884722222222222,23,9.963888888888889,17.84861111111111,0
36,Yes,Travel_Rarely,Research & Development,10,3,Medical,1906,Male,3,Sales Executive,Married,22320,1.0,12,8,1,16.0,2,16,3,7,3,3,3.0,4.0,3.0,9.798333333333334,21,9.9725,19.770833333333332,2
33,No,Travel_Rarely,Research & Development,1,4,Medical,1907,Female,4,Manufacturing Director,Single,44650,0.0,13,8,0,6.0,3,5,1,4,3,3,2.0,4.0,3.0,6.025,21,9.98611111111111,16.011111111111113,0
37,Yes,Travel_Rarely,Sales,10,4,Marketing,1908,Female,3,Human Resources,Married,30720,5.0,14,8,0,17.0,3,14,11,7,2,3,1.0,3.0,1.0,6.2780555555555555,34,10.0125,16.290555555555557,0
45,No,Non-Travel,Research & Development,8,1,Life Sciences,1909,Male,2,Sales Executive,Married,33190,1.0,12,8,1,9.0,3,9,0,8,3,3,3.0,2.0,2.0,6.265,21,10.000555555555556,16.265555555555554,0
29,No,Travel_Frequently,Research & Development,29,1,Life Sciences,1910,Male,1,Sales Representative,Married,192020,1.0,12,8,0,3.0,5,3,0,2,3,3,3.0,0.0,3.0,7.607777777777778,15,10.026944444444444,17.634722222222223,0
35,No,Travel_Rarely,Human Resources,1,3,Human Resources,1911,Male,3,Laboratory Technician,Married,136750,1.0,15,8,3,5.0,5,5,1,0,2,3,3.0,3.0,3.0,6.359444444444445,30,9.999722222222223,16.359166666666667,0
52,No,Travel_Rarely,Research & Development,5,4,Other,1912,Male,1,Laboratory Technician,Married,29110,2.0,17,8,2,26.0,3,9,7,8,3,3,4.0,4.0,0.0,7.023055555555556,17,9.938888888888888,16.961944444444445,0
58,Yes,Travel_Rarely,Sales,9,2,Medical,1913,Female,4,Sales Executive,Single,59570,4.0,14,8,1,7.0,2,1,0,0,1,3,4.0,3.0,3.0,7.523888888888889,18,9.98638888888889,17.510277777777777,0
53,No,Travel_Rarely,Research & Development,9,3,Technical Degree,1914,Male,1,Manager,Divorced,39200,6.0,16,8,1,22.0,3,17,15,2,3,3,3.0,3.0,4.0,6.5072222222222225,32,10.009722222222223,16.516944444444444,0
30,No,Travel_Rarely,Sales,3,4,Marketing,1915,Male,1,Sales Executive,Divorced,64340,5.0,14,8,1,10.0,3,8,7,7,2,3,3.0,3.0,4.0,8.010555555555555,19,9.99611111111111,18.006666666666668,1
38,No,Non-Travel,Sales,4,3,Life Sciences,1916,Male,2,Research Director,Single,100480,1.0,23,8,1,6.0,2,5,1,3,3,4,3.0,4.0,3.0,8.107222222222223,20,10.022777777777778,18.13,1
35,No,Travel_Rarely,Sales,1,2,Life Sciences,1917,Female,2,Healthcare Representative,Divorced,109380,6.0,14,8,2,12.0,2,10,0,8,1,3,4.0,4.0,3.0,7.291111111111111,34,10.016388888888889,17.3075,0
39,No,Travel_Rarely,Sales,1,1,Marketing,1918,Male,2,Research Scientist,Single,23400,0.0,11,8,1,9.0,2,8,0,7,2,3,1.0,3.0,3.0,6.524444444444445,27,9.959166666666667,16.48361111111111,0
40,Yes,Non-Travel,Research & Development,2,4,Life Sciences,1919,Male,1,Human Resources,Single,65450,4.0,15,8,0,22.0,2,1,0,0,3,3,2.0,2.0,2.0,9.496944444444445,30,10.015,19.511944444444445,2
47,No,Travel_Frequently,Research & Development,7,4,Life Sciences,1920,Male,3,Sales Executive,Divorced,69310,1.0,11,8,0,20.0,3,19,2,7,3,3,3.0,3.0,4.0,10.112222222222222,22,9.988055555555556,20.100277777777777,2
36,No,Non-Travel,Sales,28,1,Life Sciences,1921,Male,2,Research Scientist,Divorced,48980,4.0,13,8,1,12.0,3,7,0,7,3,3,1.0,4.0,3.0,6.763055555555556,19,10.012777777777778,16.775833333333335,0
31,Yes,Non-Travel,Research & Development,28,4,Medical,1922,Male,2,Research Scientist,Single,25930,0.0,21,8,0,4.0,2,3,1,2,3,4,3.0,1.0,3.0,8.196944444444444,25,9.995277777777778,18.192222222222224,1
33,No,Non-Travel,Sales,15,3,Other,1923,Male,4,Research Director,Single,194360,1.0,19,8,2,10.0,4,10,6,0,3,3,4.0,3.0,3.0,7.914166666666667,29,9.985,17.899166666666666,0
29,Yes,Travel_Rarely,Human Resources,3,5,Life Sciences,1924,Male,1,Sales Executive,Single,27230,6.0,11,8,1,3.0,2,0,0,0,2,3,4.0,1.0,3.0,10.29888888888889,15,9.988888888888889,20.287777777777777,2
33,No,Travel_Rarely,Research & Development,2,2,Technical Degree,1925,Male,2,Laboratory Technician,Single,34790,3.0,12,8,0,5.0,3,3,0,2,3,3,2.0,4.0,3.0,7.516388888888889,30,9.996666666666666,17.513055555555557,0
45,No,Travel_Rarely,Research & Development,26,1,Medical,1926,Female,3,Healthcare Representative,Divorced,27940,3.0,19,8,1,8.0,2,5,0,2,3,3,4.0,4.0,3.0,6.998611111111111,34,9.974444444444444,16.973055555555554,0
50,No,Travel_Rarely,Sales,10,1,Life Sciences,1927,Female,1,Manufacturing Director,Divorced,52490,9.0,21,8,2,32.0,2,5,1,3,2,4,4.0,4.0,2.0,7.395555555555555,27,10.003055555555555,17.398611111111112,0
33,No,Travel_Frequently,Sales,1,3,Marketing,1928,Male,2,Human Resources,Married,21760,1.0,14,8,1,6.0,2,6,1,2,2,3,3.0,2.0,3.0,8.975,19,9.979722222222222,18.954722222222223,1
41,No,Travel_Frequently,Sales,11,3,Other,1929,Male,1,Laboratory Technician,Divorced,168720,2.0,15,8,1,21.0,2,18,0,11,3,3,1.0,3.0,4.0,7.8902777777777775,32,10.016944444444444,17.907222222222224,0
27,No,Travel_Rarely,Research & Development,20,4,Other,1930,Male,2,Manufacturing Director,Married,34850,9.0,17,8,2,4.0,2,2,2,2,3,3,3.0,2.0,3.0,7.092777777777778,17,10.025833333333333,17.11861111111111,0
45,No,Non-Travel,Sales,2,3,Medical,1931,Female,1,Sales Executive,Married,66440,1.0,12,8,0,9.0,3,9,0,8,4,3,4.0,1.0,3.0,8.69138888888889,17,9.995277777777778,18.686666666666667,1
